timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-30T16:29:27,codecarbon,0ff49be2-9fa9-452c-883b-3d39965c6a22,5.008238500000061,1.6026353637524186e-07,3.199998090650832e-08,42.5,0.0,5.971029281616211,5.912242999999617e-05,0,8.293975624390532e-06,6.74164056243867e-05,Canada,CAN,quebec,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-71.2,46.8,15.922744750976562,machine,N,1.0
2024-08-30T16:39:13,codecarbon,bda0002f-f518-4b03-858f-91e175d830a4,5.007551100000001,1.6024441462384234e-07,3.20005550465261e-08,42.5,0.0,5.971029281616211,5.911436916666762e-05,0,8.293992708169108e-06,6.740836187483673e-05,Canada,CAN,quebec,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-71.2,46.8,15.922744750976562,machine,N,1.0
2024-08-30T16:45:58,codecarbon,e80a97c3-bdbe-4970-af85-89aaffec327d,5.007564600000023,1.6024585817372985e-07,3.2000757049390665e-08,42.5,0.0,5.971029281616211,5.911479180555893e-05,0,8.294177312490805e-06,6.740896911804973e-05,Canada,CAN,quebec,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-71.2,46.8,15.922744750976562,machine,N,1.0
2024-08-30T16:47:49,codecarbon,48292a97-59d0-4588-bfba-9a15293b4538,4.339246999999887,2.068394451723699e-05,4.766712869130872e-06,42.5,0.0,5.971029281616211,5.122514965277832e-05,0,7.18707649960387e-06,5.841222615238219e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T16:51:41,codecarbon,fd12b848-15b4-4087-99b8-2934d5bf4da5,40.42036310000003,0.0001926960078907,4.7673002692737e-06,42.5,0.0,5.971029281616211,0.0004771744827777,0,6.700618750959971e-05,0.0005441806702873,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T16:57:29,codecarbon,88b0fada-9673-4469-bd08-f2b011c9401c,104.25177589999976,0.0004968749037867,4.766104936796226e-06,42.5,0.0,5.971029281616211,0.0012304082715972,0,0.0001727848778162,0.0014031931494134,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:07:48,codecarbon,3b1cb3fe-28b4-425b-b830-880b9b39e636,0.0068608000001404,2.8115883816436884e-08,4.0980474311831465e-06,42.5,0.0,5.971029281616211,7.876902777942029e-08,0,6.312704853130911e-10,7.940029826473336e-08,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:11:23,codecarbon,5422e807-dc5a-4d5d-a5fb-2177e14f45b2,121.43789959999958,0.0005789204118802,4.767213644069533e-06,42.5,0.0,5.971029281616211,0.0014335914995138,0,0.0002013012065074,0.0016348927060213,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:28:13,codecarbon,d92271f4-9e37-4925-ae82-5640153db890,768.4062740999998,0.0036625726417174,4.766453327059603e-06,42.5,0.0,5.971029281616211,0.0090697378795833,0,0.0012735030466935,0.0103432409262768,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,3.579604700000345,1.706229193980797e-05,4.766529650552287e-06,42.5,0.0,5.971029281616211,4.225720458332869e-05,0,5.927340421395846e-06,4.818454500472453e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,3.676815800000441,1.7521496742820743e-05,4.765399654456077e-06,42.5,0.0,5.971029281616211,4.340286881944293e-05,0,6.078487573529572e-06,4.94813563929725e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,3.764699000000292,1.7936359867087605e-05,4.76435429952998e-06,42.5,0.0,5.971029281616211,4.4438515902783774e-05,0,6.2144293337366965e-06,5.065294523652047e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,3.849044800000229,1.833436152351806e-05,4.763353630884465e-06,42.5,0.0,5.971029281616211,4.543242090278581e-05,0,6.3444957669912345e-06,5.177691666977704e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,3.931021600000349,1.8721107288892908e-05,4.762402549223144e-06,42.5,0.0,5.971029281616211,4.639839513888989e-05,0,6.470705910502269e-06,5.286910104939215e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,4.014118199999757,1.911319252748503e-05,4.761492207052146e-06,42.5,0.0,5.971029281616211,4.737752076388992e-05,0,6.598843535438339e-06,5.3976364299328245e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,4.107320099999924,1.9553395432375284e-05,4.760621270393716e-06,42.5,0.0,5.971029281616211,4.847600763889217e-05,0,6.743505983910479e-06,5.521951362280264e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:50,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,4.191859100000329,1.994667994199102e-05,4.7584328256618775e-06,42.5,0.0,5.971029281616211,4.945803506945734e-05,0,6.872128589113814e-06,5.633016365857115e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:51,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,4.310592400000132,2.0514386840789586e-05,4.759064401632814e-06,42.5,0.0,5.971029281616211,5.087204312500705e-05,0,7.061345862913382e-06,5.793338898792042e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:32:51,codecarbon,01da8a09-1a7a-4c08-be8d-e5dbd55bf528,4.393140600000152,2.090386280442034e-05,4.758295877081562e-06,42.5,0.0,5.971029281616211,5.1844702847235016e-05,0,7.188580701394454e-06,5.903328354862946e-05,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
2024-08-30T17:34:08,codecarbon,22c72d5f-3d10-4359-81ad-468e2e09303a,17.32880269999987,8.260946309608437e-05,4.767176620695496e-06,42.5,0.0,5.971029281616211,0.0002045713841666,0,2.872080227650978e-05,0.0002332921864431,Argentina,ARG,buenos aires,,,Windows-11-10.0.22631-SP0,3.12.3,2.6.0,8,AMD Ryzen 5 PRO 2400G with Radeon Vega Graphics,,,-59.9964,-36.0,15.922744750976562,machine,N,1.0
